site_id,COMID,comments
EAUF-V1734010,21001808,
EAUF-V1774010,21001719,
EAUF-V2012010,21000548,
EAUF-V2024010,21000573,
EAUF-V2030410,21000457,
EAUF-V2114010,21000939,
EAUF-V2206010,21000861,
EAUF-V2310002,21000350,
EAUF-V2414030,21000792,
EAUF-V2420560,21000591,
EAUF-V2444020,21000373,
EAUF-V2515010,21002133,
EAUF-V2712010,21001233,
EAUF-V2814030,21001546,
EAUF-V2924010,21001929,
EAUF-V2934010,21001879,
EAUF-V2942010,21001223,
EAUF-V3000020,21001115,
EAUF-V3009113,21001120,
EAUF-V3114010,21001976,
EAUF-V3124010,21001976,
EAUF-V3434010,21001698,
EAUF-V3440001,21001101,
EAUF-V3504012,21002175,
EAUF-V3517013,21002243,
EAUF-V3524010,21001958,
EAUF-V3614010,21001984,
EAUF-V3614011,21001984,
EAUF-V3714020,21003514,
EAUF-V3724010,21001319,
EAUF-V3744010,21001299,
EAUF-V4010010,21003405,
EAUF-V4040004,21004026,
EAUF-V4124011,21004092,
EAUF-V4145210,21005268,
EAUF-V4154010,21003753,
EAUF-V4174021,21003685,
EAUF-V4214010,21004253,
EAUF-V4225010,21004205,
EAUF-V4226020,21005203,
EAUF-V4264010,21003718,
EAUF-V4300001,21004309,
EAUF-V4414010,21005021,
EAUF-V4445030,21003771,
EAUF-V4455030,21003930,
EAUF-V4530010,21003395,
EAUF-V4570010,21004913,
EAUF-V5004030,21005141,
EAUF-V5014010,21003768,
EAUF-V5014030,21003879,
EAUF-V5014040,21003992,
EAUF-V5014040,21003992,
EAUF-V5035020,21004105,
EAUF-V5035022,21004105,
EAUF-V5045030,21003844,
EAUF-V5046610,21004963,
EAUF-V5048813,21003709,
EAUF-V5048815,21005076,
EAUF-V5054010,21003641,
EAUF-V5064010,21003610,
EAUF-V5131010,21003572,
EAUF-V5234010,21003750,
EAUF-V5324010,21003956,
EAUF-V5334010,21003773,
EAUF-V5354010,21003773,
EAUF-V5410004,21004840,
EAUF-V5424010,21003976,
EAUF-V5430002,21003878,
EAUF-V5445020,21004068,
EAUF-V5454010,21003695,
EAUF-V5464015,21003674,
EAUF-V5474010,21003603,
EAUF-V5474015,21003603,
EAUF-V5480001,21003387,
EAUF-V6035010,21004702,
EAUF-V5474016,21003603,
EAUF-V6042010,21003832,
EAUF-V6051010,21003766,
EAUF-V6052010,21003766,
EAUF-V6155020,none,Auto-skipped: NO_CANDIDATES
EAUF-V6202010,21003631,
EAUF-V7124015,21004013,
EAUF-V7135010,21003862,
EAUF-V7135017,21004177,
EAUF-V7144010,21003816,
EAUF-V7155010,21003848,
EAUF-V7164015,21003697,
EAUF-V7184015,21003625,
EAUF-V7194010,21003579,
EAUF-V7200010,21005421,
EAUF-W0000001,21002649,
EAUF-W0020001,21001955,
EAUF-W0100001,21001820,
EAUF-W0110010,21001756,
EAUF-W0110011,21001687,
EAUF-W0220001,21002051,
EAUF-W0244010,21001868,
EAUF-W0244011,21002509,
EAUF-W0300003,21001690,
EAUF-W0414010,21002077,
EAUF-W0430001,21001885,
EAUF-W0500004,21001653,
EAUF-W1014010,21002026,
EAUF-W1020001,21001753,
EAUF-W1020002,21001787,
EAUF-W1055020,21002412,
EAUF-W1060001,21001655,
EAUF-W1074030,21001616,
EAUF-W1105010,21002665,
EAUF-W1110010,21001598,
EAUF-W1144020,NONE,
EAUF-W1300010,21001593,
EAUF-W1310010,21001589,
EAUF-W1410010,21001574,
EAUF-W1410012,21002389,
EAUF-W2314010,21004134,
EAUF-W2335210,21005418,
EAUF-W2710001,21001470,
EAUF-W2730001,21004312,
EAUF-W2746012,21001428,
EAUF-W2746013,21001417,
EAUF-W2750003,21002021,
EAUF-W2767214,21001385,
EAUF-W2832010,21001378,
EAUF-W2832011,21001377,
EAUF-W3200010,21001354,
EAUF-W3335212,21001245,
EAUF-W3340001,21001240,
EAUF-W3534020,21002095,
EAUF-X0010010,21003531,
EAUF-X0015010,21003539,
EAUF-X0015613,21003502,
EAUF-X0130010,21003494,
EAUF-X0310010,21003483,
EAUF-X0434010,21003854,
EAUF-X0454010,21003710,
EAUF-X0515910,21003470,
EAUF-X0610002,21003465,
EAUF-X1034023,21003837,
EAUF-X1115010,21003461,
EAUF-X1225010,21004200,
EAUF-X1250002,21003744,
EAUF-X1420001,21004107,
EAUF-X1520001,21003896,
EAUF-X2114010,21004661,
EAUF-X2414030,21005714,
EAUF-X2811210,21005432,
EAUF-X3020010,21005426,
EAUF-X3310010,21003374,
EAUF-X3414010,21004219,
EAUF-X3454010,21003855,
EAUF-X3500010,21003370,
EAUF-Y0025010,21008679,
EAUF-Y0045010,21008655,
EAUF-Y0244010,21009331,
EAUF-Y0264010,21005520,
EAUF-Y0274010,21005513,
EAUF-Y0284060,21005506,
EAUF-Y0404010,21006702,
EAUF-Y0424010,21005657,
EAUF-Y0444010,21005620,
EAUF-Y0464030,21005604,
EAUF-Y0466005,21006693,
EAUF-Y0474030,21005572,
EAUF-Y0624020,21006097,
EAUF-Y0634030,21006019,
EAUF-Y0655010,21006095,
EAUF-Y0664040,21005878,
EAUF-Y0674060,21005834,
EAUF-Y0705410,NONE,
EAUF-Y1105010,21006383,
EAUF-Y1112010,21005956,
EAUF-Y1135010,21006499,
EAUF-Y1141151,21005855,
EAUF-Y1232010,21005784,
EAUF-Y1314010,21006579,
EAUF-Y1355210,21006422,
EAUF-Y1364010,21005901,
EAUF-Y1364020,21005967,
EAUF-Y1415010,21007547,
EAUF-Y1415020,21006175,
EAUF-Y1422010,21005758,
EAUF-Y1422030,21005764,
EAUF-Y1452010,21005749,
EAUF-Y1452020,21005748,
EAUF-Y1524010,21006272,
EAUF-Y1524020,21006167,
EAUF-Y1564010,21005936,
EAUF-Y1584020,21005856,
EAUF-Y1605040,21006081,
EAUF-Y1605050,21006081,
EAUF-Y1605060,21006145,
EAUF-Y1612020,NONE,
EAUF-Y2000027,21004633,
EAUF-Y2010020,21004158,
EAUF-Y2030010,21004033,
EAUF-Y2030020,21003818,
EAUF-Y2100010,21003714,
EAUF-Y2100020,21003696,
EAUF-Y2140010,21005451,
EAUF-Y2140020,21005456,
EAUF-Y2210010,21005672,
EAUF-Y2300020,21005447,
EAUF-Y2330010,21005444,
EAUF-Y2370020,21005442,
EAUF-Y2500030,21005716,
EAUF-Y2510020,21005647,
EAUF-Y2510030,21005647,
EAUF-Y2520010,21007825,
EAUF-Y2520020,21007825,
EAUF-Y2540020,21007639,
EAUF-Y2550010,21005597,
EAUF-Y2570010,21005576,
EAUF-Y2570020,21005562,
EAUF-Y2574040,21005576,
EAUF-Y2580020,21005556,
EAUF-Y3200020,21005673,
EAUF-Y3200030,21005673,
EAUF-Y3210020,21005673,
EAUF-Y3210021,21005673,
EAUF-Y3414005,21004132,
EAUF-Y3444020,21003846,
EAUF-Y3454010,21003767,
EAUF-Y3464005,21005710,
EAUF-Y3525011,21005713,
EAUF-Y3534010,21005654,
EAUF-Y4022010,21007650,
EAUF-Y4122020,21005907,
EAUF-Y4122040,,
EAUF-Y4214040,21005971,
EAUF-Y4604020,21006099,
EAUF-Y4615020,21006196,
EAUF-Y4624010,21005977,
EAUF-Y5032010,21006086,
EAUF-Y5105010,21006234,
EAUF-Y5106610,21007512,
EAUF-Y5106616,21005961,
EAUF-Y5112010,21005917,
EAUF-Y5202010,21005803,
EAUF-Y5215020,21006372,
EAUF-Y5235010,21006412,
EAUF-Y5305015,21006345,
EAUF-Y5312010,21005774,
EAUF-Y5424012,NONE,
EAUF-Y5444010,21006238,
EAUF-Y5514040,21006440,
EAUF-Y5515410,21007839,
EAUF-Y5534030,21006089,
EAUF-Y5615010,21005668,
EAUF-Y5615030,21005631,
EAUF-Y6002030,21004758,
EAUF-Y6042010,21003847,
EAUF-Y6125012,21003690,
EAUF-Y6224010,21003893,
EAUF-Y6234023,21003793,
EAUF-Y6334040,21004075,
EAUF-Y6424010,21003903,
EAUF-Y6434010,21003730,
EAUF-Y6442010,21005708,
EAUF-Y6620003,21004031,
EAUF-Y6635010,21004503,
EAUF-Y7000002,21009991,
EAUF-Y7020002,21009348,
EAUF-Y7020004,21009140,
EAUF-Y7110002,21008324,
EAUF-Y7110004,21005707,
EAUF-Y7210001,21005472,
EAUF-Y7810001,21010038,
EAUF-Y7910002,21009996,
EAUF-Y8120001,21009333,
EAUF-Y8300001,21011663,
EAUF-Y8620001,21009263,
EAUF-Y8810001,21009801,
EAUF-Y9000001,21011953,
EAUF-Y9010004,21009544,
EAUF-Y9020001,21009907,
EAUF-Y9110002,21009172,
EAUF-Y9410001,21011589,
EAUF-Y9510001,21011335,
EAUF-Y9600001,21011145,
USGS-02175025,73014498,Auto-match area diff: 0.1%
USGS-07332340,74064838,
USGS-10172625,NONE,
USGS-15303600,81018604,Auto-match area diff: 0.2%
USGS-04025500,72041865,
USGS-04026561,72042744,
USGS-040265935,NO_CANDIDATES,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04026740,72040380,
USGS-04027000,72040349,
USGS-04027500,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04031000,72041436,
USGS-04033000,72040364,
USGS-04036000,72041664,
USGS-04037500,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04040000,72040301,
USGS-04040500,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04041500,72041026,Auto-match area diff: 0.3%
USGS-04043016,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04043050,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04043097,72042647,Auto-match area diff: 1.6%
USGS-04043150,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04044003,72041563,
USGS-04045500,72040114,
USGS-04056500,72046127,
USGS-04057510,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04057800,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04058100,72041089,
USGS-04059000,72046385,
USGS-04059034,72046369,Auto-match area diff: -0.3%
USGS-04059500,72046928,
USGS-04059750,72047113,Auto-match area diff: -2.7%
USGS-04060500,72047679,Auto-match area diff: 3.7%
USGS-04060993,72047061,Auto-match area diff: -0.8%
USGS-04062000,72046551,Auto-match area diff: 2.1%
USGS-04062011,72046534,Auto-match area diff: 3.6%
USGS-04062500,72046134,
USGS-04063000,72046122,Auto-match area diff: 1.9%
USGS-04063522,72046118,Auto-match area diff: 2.1%
USGS-04063700,72047270,
USGS-04064500,72047001,Auto-match area diff: 1.9%
USGS-04065106,72046108,Auto-match area diff: 1.3%
USGS-04065650,72047043,Auto-match area diff: 3.1%
USGS-04065722,72046102,Auto-match area diff: 2.7%
USGS-04066003,72046097,Auto-match area diff: -0.1%
USGS-04066030,72046092,Auto-match area diff: 1.4%
USGS-04066500,72047189,Auto-match area diff: 4.0%
USGS-04066800,72046082,Auto-match area diff: 0.5%
USGS-04067500,72046076,Auto-match area diff: -0.6%
USGS-04067958,72047008,
USGS-04069416,72046902,
USGS-04069500,72046902,Auto-match area diff: 0.5%
USGS-04071000,72050960,Auto-match area diff: -1.4%
USGS-04071765,72050951,Auto-match area diff: 0.3%
USGS-04072150,72052090,Auto-match area diff: 4.1%
USGS-04073365,72051026,
USGS-04073466,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04073473,72052172,Auto-match area diff: 2.5%
USGS-04073500,72051010,Auto-match area diff: -1.3%
USGS-04074950,72047028,
USGS-04077630,72051336,
USGS-04078500,72051272,
USGS-04079000,72051231,Auto-match area diff: 0.5%
USGS-04082400,72051001,Auto-match area diff: 0.5%
USGS-04085108,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04085200,72052217,
USGS-04085427,72051644,Auto-match area diff: 1.0%
USGS-04086000,72050970,Auto-match area diff: 4.8%
USGS-04086500,72055869,
USGS-04086600,72055500,Auto-match area diff: -0.9%
USGS-04087000,72055451,Auto-match area diff: 2.3%
USGS-04087120,72055822,
USGS-04087220,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04087233,72056177,
USGS-04087240,72055872,
USGS-04087257,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04092677,,Auto-skipped: NO_CANDIDATES
USGS-04092750,NONE,
USGS-04093000,72058324,Auto-match area diff: -4.4%
USGS-04094000,72058444,
USGS-04095090,NONE,
USGS-04095300,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04095380,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04096015,72058487,
USGS-04096405,72058233,
USGS-04096515,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04097500,72058150,Auto-match area diff: -2.4%
USGS-040975299,NONE,
USGS-04097540,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04098980,,Auto-skipped: NO_CANDIDATES
USGS-04099000,72058145,Auto-match area diff: 0.8%
USGS-04099510,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04099750,72058170,Auto-match area diff: 3.3%
USGS-04100222,72058325,
USGS-04100500,72058189,Auto-match area diff: 1.5%
USGS-04101000,72058135,Auto-match area diff: 0.5%
USGS-04101225,72058129,Auto-match area diff: -0.3%
USGS-04101500,72058127,Auto-match area diff: 1.1%
USGS-04101535,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04101590,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04101800,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04102148,NONE,
USGS-04102500,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04102700,72058543,Auto-match area diff: 0.4%
USGS-04103490,72058390,Auto-match area diff: -2.8%
USGS-04103500,72058217,
USGS-04104945,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04105000,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04105500,72057981,Auto-match area diff: 0.3%
USGS-04105700,72059423,Auto-match area diff: -3.0%
USGS-04106000,72057962,Auto-match area diff: 0.7%
USGS-04106500,72058413,
USGS-04107850,72055232,Auto-match area diff: -2.2%
USGS-04108600,72056132,
USGS-04108660,72055178,Auto-match area diff: 1.5%
USGS-04108800,72056242,
USGS-04109000,72058258,
USGS-04111000,72055034,
USGS-04111379,72055900,Auto-match area diff: 2.5%
USGS-04112500,72055646,Auto-match area diff: 3.7%
USGS-04112850,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04113000,72055030,Auto-match area diff: 3.1%
USGS-04114000,72055027,Auto-match area diff: -0.9%
USGS-04114498,72055537,
USGS-04115000,72055575,
USGS-04116000,72055023,Auto-match area diff: 2.5%
USGS-04117500,72055289,
USGS-04118500,72055710,
USGS-04119000,72055012,Auto-match area diff: 1.2%
USGS-04119055,72056667,
USGS-04119070,72055011,Auto-match area diff: 0.4%
USGS-04119160,72056636,
USGS-04119400,72055005,Auto-match area diff: 0.5%
USGS-04121300,72051768,
USGS-04121500,72051529,Auto-match area diff: 2.5%
USGS-04121944,72055664,
USGS-04121970,72055262,Auto-match area diff: 2.6%
USGS-04122200,72055577,
USGS-04122500,72051286,Auto-match area diff: -3.3%
USGS-04123500,72052034,
USGS-04124000,72051520,Auto-match area diff: 2.1%
USGS-04124200,72051505,Auto-match area diff: -1.5%
USGS-04125460,72051795,
USGS-04125550,72051493,Auto-match area diff: -1.9%
USGS-04126740,72052036,Auto-match area diff: -1.1%
USGS-04126970,72051994,
USGS-04127200,72051782,Auto-match area diff: 1.2%
USGS-041275685,72051377,Auto-match area diff: -1.1%
USGS-04127570,72051338,Auto-match area diff: -0.2%
USGS-04127800,72048403,
USGS-04127885,72039710,Auto-match area diff: -0.5%
USGS-04127917,72046420,
USGS-04127997,72047462,
USGS-04128990,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04133501,72046128,
USGS-04135700,72051748,Auto-match area diff: -1.7%
USGS-04135800,72052310,
USGS-04136000,72051261,Auto-match area diff: 0.6%
USGS-04136500,72051252,Auto-match area diff: 0.7%
USGS-04136900,72051233,Auto-match area diff: 0.4%
USGS-04137005,72051226,Auto-match area diff: 0.7%
USGS-04137500,72051217,Auto-match area diff: 1.5%
USGS-04137680,72052021,Auto-match area diff: 1.3%
USGS-04137716,72051965,Auto-match area diff: -4.4%
USGS-04138030,NONE,
USGS-04138536,72051716,
USGS-04142000,72051870,Auto-match area diff: 4.6%
USGS-04143220,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04144500,72055554,
USGS-04145000,72055436,
USGS-04145785,72055883,Auto-match area diff: 4.1%
USGS-04146063,72055704,Auto-match area diff: 0.2%
USGS-04147500,72055574,Auto-match area diff: 2.8%
USGS-04148140,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04148295,72055796,
USGS-04148500,72055493,Auto-match area diff: 3.0%
USGS-04149000,72055421,Auto-match area diff: -1.7%
USGS-04150500,72055600,Auto-match area diff: 3.7%
USGS-04151500,72055455,Auto-match area diff: -3.4%
USGS-04152049,72052118,Auto-match area diff: 0.1%
USGS-04152238,72051895,
USGS-04152500,72051789,
USGS-04153300,72055144,Auto-match area diff: 2.8%
USGS-04153500,72055278,
USGS-04153725,72055141,
USGS-04153905,72055378,Auto-match area diff: 4.0%
USGS-04154000,72055114,Auto-match area diff: -0.2%
USGS-04154512,72055092,
USGS-04155500,72055458,
USGS-04156000,72055087,Auto-match area diff: -1.4%
USGS-04157005,72055077,Auto-match area diff: -2.3%
USGS-04157060,72055068,Auto-match area diff: -1.1%
USGS-04159005,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04159046,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-041590774,72052748,
USGS-04159130,72054934,Auto-match area diff: 0.4%
USGS-04159492,72055606,Auto-match area diff: 2.2%
USGS-04159900,72055778,
USGS-04160600,72055842,
USGS-04161000,72056269,
USGS-04161820,72055608,Auto-match area diff: 2.2%
USGS-04164000,72055287,
USGS-04164500,72055701,Auto-match area diff: -1.7%
USGS-04165500,72055279,Auto-match area diff: 2.6%
USGS-04165710,72057814,Auto-match area diff: 0.5%
USGS-04166100,72058040,Auto-match area diff: 0.1%
USGS-04166500,72058010,Auto-match area diff: 0.3%
USGS-04167000,72058333,
USGS-04167625,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04168400,72058519,Auto-match area diff: -4.1%
USGS-04172000,72058026,
USGS-04173500,72058409,
USGS-04174040,72057991,
USGS-04174500,72057980,
USGS-04175600,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04176000,72058200,
USGS-04176400,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04176500,72058147,Auto-match area diff: 1.2%
USGS-04177000,72058315,
USGS-04177080,72058342,
USGS-04177266,72058394,
USGS-04178000,72058176,Auto-match area diff: 3.3%
USGS-04179520,72058475,
USGS-04180000,72059467,
USGS-04180500,72059464,Auto-match area diff: -2.7%
USGS-04180610,72059464,
USGS-04180988,72059519,
USGS-04181049,72059507,
USGS-04181120,72059501,Auto-match area diff: -0.4%
USGS-04181500,72059495,
USGS-04182000,72059481,Auto-match area diff: -0.4%
USGS-04182769,72059474,Auto-match area diff: -1.7%
USGS-04182900,72059463,Auto-match area diff: -2.8%
USGS-04182950,72059463,Auto-match area diff: -3.0%
USGS-04183000,72059462,Auto-match area diff: -0.1%
USGS-04183500,72059460,
USGS-04184500,NONE,
USGS-04185000,72058177,
USGS-04185318,72058156,Auto-match area diff: -4.1%
USGS-04185935,72059524,
USGS-04186500,72059524,
USGS-04187100,72059528,
USGS-04188100,72059493,
USGS-04188337,72059541,Auto-match area diff: -1.6%
USGS-04188400,72059525,Auto-match area diff: 3.5%
USGS-04189000,72059518,Auto-match area diff: -2.3%
USGS-04189131,72059500,Auto-match area diff: -0.9%
USGS-04189174,72059591,
USGS-04189260,72059494,Auto-match area diff: -4.0%
USGS-04190000,72059482,
USGS-04191058,72059516,
USGS-04192500,72057844,Auto-match area diff: -0.9%
USGS-04192599,72058013,
USGS-04193500,72057832,Auto-match area diff: -0.9%
USGS-04195500,72057990,
USGS-04195820,72057968,
USGS-04196000,72059573,
USGS-04196500,72059515,Auto-match area diff: -0.4%
USGS-04196800,72059517,
USGS-04197100,72059542,
USGS-04197137,72059480,Auto-match area diff: -0.8%
USGS-04198000,72057872,Auto-match area diff: 1.1%
USGS-04199000,72058018,Auto-match area diff: -2.6%
USGS-04199500,72058019,
USGS-04200500,72057896,
USGS-04201400,72058060,
USGS-04201484,72058071,
USGS-04201500,72057997,
USGS-04202000,72059458,
USGS-04206000,72059454,Auto-match area diff: -3.0%
USGS-04206425,72057889,Auto-match area diff: -0.6%
USGS-04207200,72058041,
USGS-04208000,72057887,Auto-match area diff: -1.1%
USGS-04208502,72058595,
USGS-04208700,NONE,
USGS-04209000,72058243,
USGS-04212100,72058161,Auto-match area diff: 3.3%
USGS-04213000,72058362,
USGS-04213152,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04213319,72055325,Auto-match area diff: -2.5%
USGS-04213376,72055326,
USGS-04213401,72055333,
USGS-04213500,72055150,
USGS-04214060,72056154,Auto-match area diff: 2.3%
USGS-0421422210,72056404,
USGS-04214231,72056399,
USGS-04214500,72055991,Auto-match area diff: 1.4%
USGS-04215000,72055791,
USGS-04215500,72055929,Auto-match area diff: 3.6%
USGS-04216418,72055995,
USGS-04217000,72055766,Auto-match area diff: 3.9%
USGS-04218000,72055497,Auto-match area diff: 3.1%
USGS-04218518,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04218601,,Auto-skipped: NO_CANDIDATES
USGS-04218700,NONE,
USGS-04219000,72056146,
USGS-04219767,72055861,Auto-match area diff: 4.5%
USGS-04219768,72055861,
USGS-04219915,72056053,
USGS-04220045,72055744,
USGS-0422016550,72055614,
USGS-0422018610,72055614,
USGS-04220223,72055925,Auto-match area diff: -1.7%
USGS-04221000,72058329,
USGS-04223000,72055054,Auto-match area diff: 1.1%
USGS-04224775,72055236,Auto-match area diff: -3.9%
USGS-04226000,72056105,
USGS-04227000,72055183,Auto-match area diff: 1.6%
USGS-04227500,72055051,Auto-match area diff: 0.2%
USGS-04227995,72056294,Auto-match area diff: 1.8%
USGS-04228500,72055045,Auto-match area diff: 0.7%
USGS-04229500,72055824,Auto-match area diff: 3.4%
USGS-04230380,72056244,
USGS-04230500,72055642,
USGS-04230650,72055043,Auto-match area diff: -0.1%
USGS-04231000,72055801,
USGS-04231600,72055041,Auto-match area diff: 0.6%
USGS-04232034,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-0423205010,72055846,
USGS-04232200,72058515,Auto-match area diff: 2.5%
USGS-04232482,72055238,
USGS-04232730,72055170,
USGS-04233255,72058507,
USGS-04233300,72059388,
USGS-04234000,72057916,Auto-match area diff: 1.2%
USGS-0423401815,72055962,Auto-match area diff: -0.2%
USGS-0423406130,72055113,
USGS-04234254,72055745,Auto-match area diff: 0.6%
USGS-04235000,72055727,
USGS-04235250,72056418,
USGS-0423527080,72055489,Auto-match area diff: -2.9%
USGS-04235440,72055764,Auto-match area diff: 2.1%
USGS-04235600,72055106,Auto-match area diff: -3.2%
USGS-04236800,72056585,
USGS-04237496,72055094,Auto-match area diff: 4.4%
USGS-04239000,72056123,
USGS-04240010,72056123,Auto-match area diff: 0.4%
USGS-04242640,72055655,Auto-match area diff: -0.8%
USGS-04243500,72055838,
USGS-04243783,72056169,
USGS-04244000,72056324,
USGS-04245840,72057192,
USGS-04247000,72055441,Auto-match area diff: 0.8%
USGS-04247055,72055086,Auto-match area diff: 2.6%
USGS-04249000,72055079,Auto-match area diff: 2.5%
USGS-04249200,72055880,Auto-match area diff: -4.7%
USGS-04250200,72055644,
USGS-04250750,72055348,
USGS-04252500,72055669,
USGS-04256000,72055352,
USGS-04258000,72051652,
USGS-04260500,72051122,Auto-match area diff: 3.8%
USGS-04262000,72051742,Auto-match area diff: -0.4%
USGS-04262500,72051767,
USGS-04263000,72051498,Auto-match area diff: 1.5%
USGS-04265432,72051211,
USGS-04266500,72051591,Auto-match area diff: -4.5%
USGS-04267500,72051522,Auto-match area diff: -3.1%
USGS-04268000,72051487,Auto-match area diff: -3.2%
USGS-04268800,72051876,
USGS-04269000,72051615,Auto-match area diff: 2.4%
USGS-04270200,72052068,
USGS-04271500,72051210,
USGS-04271815,72052596,
USGS-04273500,72051563,Auto-match area diff: 0.1%
USGS-04273700,72052178,
USGS-04273800,72052221,
USGS-04275000,72051898,Auto-match area diff: -0.7%
USGS-04275500,72051828,Auto-match area diff: 1.9%
USGS-04276500,72051781,Auto-match area diff: 3.7%
USGS-04280000,72055853,
USGS-04280450,72055848,
USGS-04282000,72055752,Auto-match area diff: 0.5%
USGS-04282500,72051184,Auto-match area diff: 3.9%
USGS-04282525,72052071,Auto-match area diff: 1.4%
USGS-04282629,72052653,
USGS-04282650,72052402,
USGS-04282780,72052406,Auto-match area diff: -1.1%
USGS-04282795,,Auto-skipped: NO_CANDIDATES_BY_AREA
USGS-04285500,72052452,
USGS-04286000,72051916,Auto-match area diff: -1.0%
USGS-04287000,72052525,
USGS-04288000,72052225,Auto-match area diff: 3.1%
USGS-04288295,72052563,Auto-match area diff: 2.9%
USGS-04289000,72052366,Auto-match area diff: 0.6%
USGS-04290500,72051579,Auto-match area diff: 2.2%
USGS-04292000,72051824,Auto-match area diff: -1.0%
USGS-04292500,72051590,Auto-match area diff: 4.8%
USGS-04293000,72046767,Auto-match area diff: 4.5%
USGS-04293500,72051195,Auto-match area diff: 0.4%
USGS-04294000,72051177,Auto-match area diff: 0.9%
USGS-04294300,72046756,
USGS-04296000,72051993,
USGS-04296280,72052309,
USGS-04296500,72052251,Auto-match area diff: 0.9%
USGS-03007800,74024147,
USGS-03010500,74023951,Auto-match area diff: -0.2%
USGS-03010655,74025138,Auto-match area diff: 0.2%
USGS-03010820,74023722,Auto-match area diff: -0.2%
USGS-03011020,74023618,Auto-match area diff: -0.6%
USGS-03012550,74023531,Auto-match area diff: -1.0%
USGS-03014500,74024793,Auto-match area diff: 2.2%
USGS-03015000,74023862,Auto-match area diff: 2.6%
USGS-03015310,74023500,Auto-match area diff: 0.5%
USGS-03015500,74024018,Auto-match area diff: 2.5%
USGS-03016000,74023445,Auto-match area diff: -0.3%
USGS-03017500,74024612,Auto-match area diff: -0.2%
USGS-03020000,74029649,Auto-match area diff: -0.1%
USGS-03020500,74030115,Auto-match area diff: 1.9%
USGS-03011800,74026178,
USGS-03021350,74024575,
USGS-03021520,74024309,Auto-match area diff: 1.9%
USGS-03022540,74025949,
USGS-03022554,74025949,
USGS-03023100,74023669,Auto-match area diff: 4.8%
USGS-03024000,74030011,Auto-match area diff: 0.4%
USGS-03025500,74029612,Auto-match area diff: -0.5%
USGS-03027500,74025439,
USGS-03028000,74025214,
USGS-03028500,74030031,Auto-match area diff: -0.1%
USGS-03029000,74029969,Auto-match area diff: 4.9%
USGS-03029500,74029854,Auto-match area diff: 0.6%
USGS-03030500,74029837,Auto-match area diff: 1.9%
USGS-03031500,74029592,Auto-match area diff: -0.2%
USGS-03031882,74031123,Auto-match area diff: 0.5%
USGS-03032500,74030777,Auto-match area diff: -3.2%
USGS-03034000,74031744,
USGS-03034500,74032814,
USGS-03036000,74030970,Auto-match area diff: 0.5%
USGS-03036500,74029563,Auto-match area diff: 0.0%
USGS-03038000,74031492,
USGS-03039000,74031045,Auto-match area diff: 4.6%
USGS-03040000,74029891,Auto-match area diff: 3.7%
USGS-03041029,74029880,Auto-match area diff: 1.2%
USGS-03041500,74029869,
USGS-03042000,74031351,
USGS-03042280,74032667,
USGS-03042500,74031458,Auto-match area diff: 0.6%
USGS-03044000,74029834,Auto-match area diff: 1.0%
USGS-03045000,74032181,Auto-match area diff: 1.6%
USGS-03047000,74031148,Auto-match area diff: 3.2%
USGS-03048500,74029823,Auto-match area diff: 0.1%
USGS-03048900,74031680,
